ID,Feature_ID,Kindom,Phylum,Class,Order,Family,Genus,Species,Confidence,frequency,niche_width,Taxa,Group,Partition,Function,Process,MRA
ASV32206,103b01ee8322f4be205aaa3678057829,Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,midas_f_27,midas_g_3775,Unknown,0.879309847,0.001686341,2,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV32207,b754f68688d980e0675e7b64828729e5,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,midas_s_82383,0.998140836,0.001686341,1.882352941,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32208,46f46bb736dd53b57b43d5b3e8cd15bd,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema_CCAP_1459-11B,midas_s_32412,0.76131294,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-07
ASV32209,a2864391a2d291db03b96f2b088fd275,Bacteria,Patescibacteria,Parcubacteria,Ca_Zambryskibacteria,Unknown,Unknown,Unknown,0.869856993,0.002529511,2.666666667,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32210,2181e87ec70f4c36a51343ef80822f3a,Bacteria,Patescibacteria,Gracilibacteria,midas_o_42566,midas_f_42566,Unknown,Unknown,0.999999994,0.002529511,2,others,rare,neutral,Unassigned,Unassigned,2.41E-07
ASV32211,b8068dace33889eaf4022e0df5427d48,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Finniella,midas_s_67930,0.997750184,0.002529511,2.333333333,others,rare,neutral,Unassigned,Unassigned,2.82E-07
ASV32212,2d0da9e8d8da94463cb761d5c8283d10,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_22362,midas_g_39799,midas_s_39799,0.773038684,0.002529511,2.461538462,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32213,bb8672c22d68f7746f9044e7e5d2f661,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,midas_s_4437,0.74092591,0.003372681,3,others,rare,neutral,Unassigned,Unassigned,2.41E-07
ASV32214,c2d2e88ed5032f0fd3058049962f7ff9,Bacteria,Patescibacteria,Parcubacteria,Unknown,Unknown,Unknown,Unknown,0.942134476,0.003372681,2.909090909,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32215,f5f0b91895a0cd66d96bc18b53c16442,Bacteria,Desulfobacterota,midas_c_41,midas_o_918,midas_f_918,Unknown,Unknown,0.998621515,0.003372681,3.666666667,others,rare,neutral,Unassigned,Unassigned,4.43E-07
ASV32216,d47e030397319b9121438c57fa2a2e0a,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Unknown,Unknown,0.99995279,0.001686341,2,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32217,3a4f73116ee63f2bff4ea173e8b0ae87,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,midas_g_57270,midas_s_58504,0.940495883,0.002529511,2.194805195,others,rare,neutral,Unassigned,Unassigned,5.23E-07
ASV32218,454e55a8355c0143cedf2d53bf2ba9a4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unknown,Unknown,0.865717908,0.004215852,4.84,others,rare,above,Unassigned,Unassigned,4.43E-07
ASV32219,60e54cac8245809d34a8ed7cb9216983,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,Unknown,0.999998593,0.001686341,2,others,rare,neutral,Proteins,C_cycle,3.22E-07
ASV32220,6688f7ee88d2a519454b2890d525ec37,Bacteria,Proteobacteria,Alphaproteobacteria,midas_o_24,midas_f_107,midas_g_35479,midas_s_35479,0.786154332,0.004215852,4,others,rare,above,Unassigned,Unassigned,3.22E-07
ASV32221,77d041f256ab87a25f4a2c352232d5ac,Bacteria,Elusimicrobiota,Lineage_IIb,midas_o_4963,midas_f_4963,midas_g_40357,midas_s_79493,0.736600553,0.001686341,1.923076923,others,rare,neutral,Unassigned,Unassigned,4.02E-07
ASV32222,c4085322240f4cdfc3cdfc5332583153,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999639225,0.002529511,2.333333333,others,rare,neutral,Unassigned,Unassigned,2.82E-07
ASV32223,4db9e7b26fc1050752e1ffdd215994b9,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_5391,midas_g_5391,midas_s_28715,0.988876529,0.002529511,2.813953488,others,rare,neutral,Unassigned,Unassigned,4.43E-07
ASV32224,327f102678186bd4d93424db6490f03b,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,midas_f_3016,midas_g_5574,Unknown,0.999791432,0.002529511,2.272727273,others,rare,neutral,Unassigned,Unassigned,4.02E-07
ASV32225,90f0484907dfcc3dcb96c07db13d6374,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,Unknown,0.995638783,0.00084317,1,others,rare,neutral,Filamentous/Fermenter/Sugars/Proteins,Foaming,3.22E-07
ASV32226,217dbf432c59c2e24582bc5dd28f77e7,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,midas_s_42122,0.842524491,0.00084317,1,others,rare,neutral,Denitrifiers/Filamentous/Fermenter/Sugars/Proteins,N_remove,2.01E-07
ASV32227,0eb8695f78efc354a77691b60fbc63db,Bacteria,Planctomycetota,OM190,midas_o_2104,midas_f_2104,midas_g_6588,Unknown,0.872885139,0.002529511,2.571428571,others,rare,neutral,Unassigned,Unassigned,2.41E-07
ASV32228,ef7d05b0ff9bd2ab0894aa244161736d,Bacteria,Patescibacteria,Parcubacteria,Ca_Yanofskybacteria,midas_f_34798,midas_g_34798,midas_s_34798,0.823363805,0.004215852,4.235294118,others,rare,above,Unassigned,Unassigned,4.83E-07
ASV32229,33be672f76f85c3b9a074312cf591941,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,Unknown,Unknown,0.923477953,0.001686341,1.898876404,others,rare,neutral,Unassigned,Unassigned,5.23E-07
ASV32230,00cb1a7fb1973448b3a766e51d30a2a2,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999997849,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV32231,4feea959c6315e1bf49ed4a3b2488de6,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_43426,Unknown,Unknown,0.999974774,0.002529511,2.578947368,others,rare,neutral,Unassigned,Unassigned,5.63E-07
ASV32232,8a9691d781587770277078ee69ceee32,Bacteria,Planctomycetota,OM190,midas_o_3911,midas_f_3911,midas_g_7731,midas_s_7731,0.999877462,0.001686341,1.898876404,others,rare,neutral,Unassigned,Unassigned,5.23E-07
ASV32233,37ee06be72b1c41673b9b34fec2f90b8,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.99978713,0.003372681,3.555555556,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32234,e0aed5555a8f01138e5ccc0944954831,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_428,midas_g_9818,midas_s_9818,0.996885494,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32235,253e0e9f3a2504ae9e6d01bfc9b98c04,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999996368,0.002529511,2.631578947,others,rare,neutral,Unassigned,Unassigned,4.02E-07
ASV32236,a4dd02484252123a44560bb8bc6bfd9e,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Unknown,Unknown,0.988215544,0.001686341,1.882352941,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32237,cb81c061ad5e2bb5bdb84a1aa0b940e9,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,midas_g_20217,midas_s_20217,0.999768747,0.002529511,2.909090909,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32238,1f8055ce0e7a18b4e7d7af6284d8aa81,Bacteria,Desulfobacterota,midas_c_41,midas_o_918,midas_f_918,Unknown,Unknown,0.999682341,0.001686341,2,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32239,8057359300d9a76f841105734dd79da8,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella,Runella_limosa,0.975041079,0.001686341,1.983606557,others,rare,neutral,Filamentous/Fermenter/Sugars,Foaming,4.43E-07
ASV32240,b7e6daedacd3c5b2070382f6ee5804f1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,midas_g_41816,midas_s_76983,0.965422663,0.001686341,1.6,others,rare,neutral,Unassigned,Unassigned,1.61E-07
ASV32241,4958b32353bef8510bc74a6bb014d718,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,Unknown,Unknown,Unknown,0.735256849,0.002529511,3,others,rare,neutral,Unassigned,Unassigned,1.21E-07
ASV32242,30c27c29ffeb4e5099d41b26e799374f,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_4611,Unknown,Unknown,0.998835607,0.001686341,1.384615385,others,rare,neutral,Unassigned,Unassigned,2.41E-07
ASV32243,74df13d173c783145600c5143eff28d2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,Unknown,Unknown,0.999998281,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV32244,1384fa400f95c477d5fba444e61feb88,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Unknown,Unknown,Unknown,Unknown,0.956276559,0.001686341,1.8,others,rare,neutral,Unassigned,Unassigned,1.21E-07
ASV32245,12f96a88a19cf740b2f39301a652dd29,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999698799,0.001686341,1.993103448,others,rare,neutral,Unassigned,Unassigned,6.84E-07
ASV32246,b69ae24d146832a0f95689df36618a5c,Bacteria,Proteobacteria,Alphaproteobacteria,midas_o_50895,midas_f_50895,midas_g_50895,midas_s_85154,0.892973611,0.004215852,3.92,others,rare,above,Unassigned,Unassigned,5.63E-07
ASV32247,907edd81a94dab9f812390afc1337609,Bacteria,Patescibacteria,ABY1,Ca_Magasanikbacteria,midas_f_13206,midas_g_16902,midas_s_81831,0.992943529,0.002529511,2.8,others,rare,neutral,Unassigned,Unassigned,5.63E-07
ASV32248,361852255eb848316ec762e3ec2a6a61,Bacteria,Patescibacteria,midas_c_14137,midas_o_14137,midas_f_14137,midas_g_14137,midas_s_38844,0.962369838,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32249,09cad0c2502d900c8aa7df039ddce6c1,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,midas_g_40256,midas_s_40256,0.999999047,0.003372681,3.62962963,others,rare,neutral,Unassigned,Unassigned,5.63E-07
ASV32250,757d3fe5d45f0234bb337afcd26496ea,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.996820293,0.005059022,5.761904762,others,rare,above,Unassigned,Unassigned,4.43E-07
ASV32251,d389a972269581547109008e5bb352a4,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1,midas_f_10951,midas_g_35446,midas_s_48802,0.966970038,0.002529511,2.181818182,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32252,8fbf399dbd1f741151fc7993c4813baa,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,midas_g_19549,midas_s_21665,0.988262438,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32253,afed5f407a9ddd85a29a206b9cd10e90,Bacteria,Patescibacteria,Microgenomatia,Ca_Pacebacteria,midas_f_17491,midas_g_52549,midas_s_52549,0.998835475,0.002529511,2.793103448,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32254,1d81fdcc7a7231056aa7ae2400dfb412,Bacteria,Patescibacteria,Parcubacteria,Unknown,Unknown,Unknown,Unknown,0.993514272,0.002529511,2.793103448,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32255,1c044bdbf1c1e1d5bef308a117c82145,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,HdN1,midas_s_32358,0.960652102,0.001686341,2,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32256,3c470ef59bbc3d4aecb22a20036604bc,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,midas_g_74336,midas_s_74336,0.745399954,0.003372681,3.6,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32257,3f8f19cbbf09509f0b58fe0a4503989e,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Unknown,0.999989893,0.001686341,1.96,others,rare,neutral,Filamentous/Proteins,Foaming,5.63E-07
ASV32258,fdacf39d6339c79adf97a406ba7c027a,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Unknown,Unknown,0.999964969,0.002529511,2.333333333,others,rare,neutral,Unassigned,Unassigned,2.82E-07
ASV32259,df7215a8677f2c8c9290d04762263918,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV008,midas_s_86557,0.75162354,0.002529511,2.666666667,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32260,93e8858ae298bcb9c431ac7ebbc163f2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,midas_g_52462,Unknown,0.820952116,0.002529511,2.322580645,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32261,2a218a936e046953fe91990e6112fafb,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_60527,midas_g_60527,midas_s_86210,0.99777669,0.003372681,3,others,rare,neutral,Unassigned,Unassigned,6.04E-07
ASV32262,56007e7a98cf81eb70af42808e67d4b4,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,midas_s_44559,0.978344327,0.002529511,1.814814815,others,rare,neutral,Unassigned,Unassigned,5.63E-07
ASV32263,8c3027ceccf328061c49cb5c3077d3fc,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Unknown,Unknown,0.999893549,0.003372681,3.658227848,others,rare,neutral,Unassigned,Unassigned,6.84E-07
ASV32264,5851df7fb0895b55e5f63f959a687105,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_2390,midas_g_64546,midas_s_64546,0.967235149,0.001686341,1.8,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32265,dfc8a4199456bb699f2b5168236f431e,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,GWF2-29-10,midas_g_6920,midas_s_33570,0.973462496,0.002529511,2.941176471,others,rare,neutral,Unassigned,Unassigned,4.02E-07
ASV32266,d089b3fb65f0874d1435f350aa2543a5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Unknown,0.999787618,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,5.23E-07
ASV32267,555c38fe45a6963d4e9babe7164af9e8,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_108,midas_g_10025,midas_s_10025,0.988024171,0.001686341,1.882352941,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32268,5b6db3c26b7a55df7348472f20f6bf3f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_graminisolvens,0.99995498,0.00084317,1,others,rare,neutral,Fermenter/Sugars,C_cycle,4.43E-07
ASV32269,11c9c4e3b10c82aa34fea86e45e6f4de,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_2019,midas_g_7950,Unknown,0.992471856,0.002529511,2.882352941,others,rare,neutral,Unassigned,Unassigned,5.63E-07
ASV32270,4ad44052ff7e5de3a80156c9ee3c42dd,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,SD04E11,Unknown,0.999912177,0.002529511,2.777777778,others,rare,neutral,Unassigned,Unassigned,4.02E-07
ASV32271,c30cdc1cd28f794933b39cd73590b314,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7_clade,Unknown,0.999206147,0.001686341,2,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32272,8e0b574f744327eb4343ba0e9425548d,Unassigned,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.646504558,0.002529511,2.461538462,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32273,acec5bd0f2bd80e71d0df8d326f02a3e,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_4611,Unknown,Unknown,0.998990137,0.003372681,3.459459459,others,rare,neutral,Unassigned,Unassigned,6.44E-07
ASV32274,664e746909b15027c010dafcf0c4e8a5,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Unknown,Unknown,0.99879236,0.003372681,3.457142857,others,rare,neutral,Unassigned,Unassigned,4.43E-07
ASV32275,50c23e357c26f89bf5627a18b3e4e5cb,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999396062,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-07
ASV32276,d47cc17cd90fe13a36dfc697b75f6213,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Unknown,Unknown,0.930827348,0.003372681,3.457142857,others,rare,neutral,Unassigned,Unassigned,4.43E-07
ASV32277,0ed874efd2d10b8bc62e19eeaa1dc655,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,midas_g_57270,Unknown,0.99998721,0.002529511,2.454545455,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32278,34f430e53124970f68185a072e0df2ac,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Unknown,Unknown,0.99883087,0.001686341,2,others,rare,neutral,Unassigned,Unassigned,5.63E-07
ASV32279,df675be3edeb3927d239d49559b7c8d8,Bacteria,Patescibacteria,Parcubacteria,Unknown,Unknown,Unknown,Unknown,0.999990301,0.002529511,2.777777778,others,rare,neutral,Unassigned,Unassigned,6.04E-07
ASV32280,18d153d653a07a2dad99c4caf2f1f579,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,midas_g_206,midas_s_34373,0.990986365,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,5.63E-07
ASV32281,0f802df1085643269caf111941ca9dd8,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Unknown,Unknown,0.999704602,0.002529511,2.648648649,others,rare,neutral,Unassigned,Unassigned,5.63E-07
ASV32282,f66321a98c8f6002c1634add9239bbbc,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999999478,0.001686341,1.898876404,others,rare,neutral,Unassigned,Unassigned,5.23E-07
ASV32283,6daebb2704e3b749cd4485e9488e3825,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Unknown,0.999999834,0.001686341,1.975609756,others,rare,neutral,Sugars,C_cycle,3.62E-07
ASV32284,b24065a1a12a8d416abe59aff2dc5559,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,midas_g_327,Unknown,0.714752493,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32285,f2e79285ff3acd359ec74fe5918b3d2a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,midas_g_24068,Unknown,0.993306625,0.001686341,1.742268041,others,rare,neutral,Unassigned,Unassigned,5.23E-07
ASV32286,44f8b65ba4bb7a29f8a6803ac923f30d,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_28212,midas_g_28212,midas_s_28212,0.951134831,0.003372681,2.979381443,others,rare,neutral,Unassigned,Unassigned,6.84E-07
ASV32287,30f9867c3a1d525003d9564fafadc7f3,Bacteria,Patescibacteria,Parcubacteria,Unknown,Unknown,Unknown,Unknown,0.990319784,0.005059022,4.454545455,others,rare,above,Unassigned,Unassigned,5.63E-07
ASV32288,28e5a69df63ae276d0fecda049acd837,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.995743224,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32289,cb5d5328c96259439990bbe720ce2fd5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_12,Unknown,0.834068076,0.002529511,2.314285714,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32290,49c7ac7e244a66fc00099350c79fb97c,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_2019,midas_g_7950,midas_s_15419,0.976891429,0.005059022,4.9,others,rare,above,Unassigned,Unassigned,5.63E-07
ASV32291,afda11eb505123344f2e13974da09e6d,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,midas_s_5349,0.997779232,0.003372681,3,others,rare,neutral,Denitrifiers/Filamentous/Fermenter/Sugars/Proteins,N_remove,3.62E-07
ASV32292,c2d411446af1bc8f40e5a8de4a363838,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_729,midas_s_5993,0.969613468,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,2.82E-07
ASV32293,323896ec5504f383643e7d5d021a01f3,Bacteria,Myxococcota,Polyangia,mle1-27,midas_f_990,midas_g_8348,midas_s_8348,0.99999385,0.002529511,2.314285714,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32294,f3d70ad8938d87476427b73369ea9a88,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999998524,0.002529511,2.52238806,others,rare,neutral,Unassigned,Unassigned,5.23E-07
ASV32295,f8e66ee01a321c10a01adfd943271544,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.998735314,0.003372681,3,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32296,ccc516f36ea05fa5ef6ca2e8e63d3a4a,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_1136,0.966602633,0.004215852,4.666666667,others,rare,above,Sugars,C_cycle,5.63E-07
ASV32297,47c4e3485180cdf5970225b9d5f4eba5,Bacteria,Myxococcota,Polyangia,Blfdi19,Unknown,Unknown,Unknown,0.988755604,0.003372681,3.571428571,others,rare,neutral,Unassigned,Unassigned,4.02E-07
ASV32298,6f3f563545967c09e5553ec8e11d64ac,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,RBG-16-49-21,midas_s_3554,0.999486439,0.001686341,1.8,others,rare,neutral,Unassigned,Unassigned,1.21E-07
ASV32299,70ba8a49a58ce7a83b9b527618114d33,Bacteria,Proteobacteria,Alphaproteobacteria,Unknown,Unknown,Unknown,Unknown,0.772349996,0.002529511,2.666666667,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32300,93544717889bd5e7ea08cdad3ee5cc11,Bacteria,Firmicutes,Bacilli,midas_o_17572,midas_f_17572,midas_g_67923,midas_s_67923,0.997773688,0.003372681,3.6,others,rare,neutral,Unassigned,Unassigned,2.41E-07
ASV32301,935bc4b54393c5ee12201831c023e593,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,midas_g_36815,midas_s_69492,0.973820337,0.002529511,2.666666667,others,rare,neutral,Unassigned,Unassigned,1.61E-07
ASV32302,39b23b4e5d1376e44e3f3b852f088a5b,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_8092,midas_s_52588,0.864173385,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,2.41E-07
ASV32303,24a963208f493ad47825a67df7a0d64b,Bacteria,Firmicutes,D8A-2,midas_o_13,midas_f_13,midas_g_13,midas_s_76,0.985165937,0.003372681,3.52173913,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32304,70e11905f0a60d36fba12107ced1df44,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999999809,0.003372681,3,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32305,4e60422157222e8e241996283694e43d,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unknown,Unknown,0.999946116,0.001686341,1.246153846,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32306,88c35024ceabba532f50867c85be6174,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_11568,Unknown,Unknown,0.786511237,0.003372681,3.272727273,others,rare,neutral,Unassigned,Unassigned,4.83E-07
ASV32307,b51d0f07393c8d96efdf018ab16d056b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,midas_g_1851,midas_s_39723,0.939411341,0.002529511,2.469387755,others,rare,neutral,Unassigned,Unassigned,4.43E-07
ASV32308,33f522a97926c939d8674862c04a2954,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,midas_g_57466,midas_s_57466,0.999784744,0.002529511,2.909090909,others,rare,neutral,Unassigned,Unassigned,3.22E-07
ASV32309,966b9ae3eba39b5e1ea0d70d1dbf84ce,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.997982918,0.002529511,2.333333333,others,rare,neutral,Unassigned,Unassigned,2.82E-07
ASV32310,d89f3b09abd4a60a9553ba856bbf0d1c,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,midas_g_73449,midas_s_73449,0.999986338,0.004215852,4.84,others,rare,above,Unassigned,Unassigned,4.43E-07
ASV32311,f71397cc7dd8c92c4165781e832eae21,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,midas_s_32629,0.974515878,0.001686341,1.724137931,others,rare,neutral,Sugars,C_cycle,4.02E-07
ASV32312,8082e507b0a8f4428898ab0da651ad8a,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_20575,0.839577585,0.002529511,2.578947368,others,rare,neutral,Unassigned,Unassigned,2.82E-07
ASV32313,adc324b0e294b133e544f69030146d4c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter_maritimus,0.724124899,0.002529511,2.314285714,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32314,5a4da4f83a819ac57a6051c115e4cdb9,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999922143,0.002529511,3,others,rare,neutral,Unassigned,Unassigned,3.62E-07
ASV32315,51194dc71ed9514ad6997f028a661eb7,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Unknown,Unknown,0.983791401,0.002529511,2.578947368,others,rare,neutral,Unassigned,Unassigned,2.82E-07
ASV32316,1f8aae22765e71de9bb26ddc387a6497,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,midas_g_59871,midas_s_59871,0.834857924,0.002529511,2.666666667,others,rare,neutral,Unassigned,Unassigned,3.22E-07
